id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
IGFN1	534.890895904195	1.74157533319111	0.210978819965455	8.25474013683586	1.5223310184245e-16	2.50910598456726e-12
KRT25	67.8988410554674	-24.3406866186085	3.02671605345012	-8.04194585443945	8.84229641313649e-16	6.27674228510136e-12
MIAT	65.1915901221312	-2.40778172114812	0.300578376055234	-8.01049547458355	1.14247220333115e-15	6.27674228510136e-12
NDRG1	2460.16554050598	-1.64198717779482	0.206165126764782	-7.96442736733161	1.65990644490922e-15	6.83964450624845e-12
EPO	31.1168617943835	-2.48556920182274	0.314177772570152	-7.91134643768519	2.54619880049337e-15	8.39328972594634e-12
CXCL1	498.690450055334	1.65746543498155	0.211729435738098	7.82822392740792	4.94810061238114e-15	1.3592432382211e-11
C3	1862.49136077461	1.58875746880159	0.206968116449995	7.67633921616833	1.63699291964223e-14	3.37261466269291e-11
KRT74	30.2156609553082	-23.2420832396513	3.02737308145968	-7.67731053103135	1.62463276998416e-14	3.37261466269291e-11
RN7SL2	31.2511210732225	22.4120628567937	3.02729693428677	7.40332492758066	1.32816229300362e-13	2.43230787925396e-10
CDK18	752.493645773546	-1.2192758800894	0.166178452922243	-7.3371478591145	2.18193521559456e-13	3.59626562234296e-10
FAM84B	257.944195311938	1.81528429700825	0.254153277748171	7.14247840158463	9.16629236020886e-13	1.25899025567469e-09
PTHLH	353.986977763044	-1.22434619690895	0.171345098344361	-7.14549881344325	8.96696660183618e-13	1.25899025567469e-09
TGFBI	28921.1927488757	-1.32656202073065	0.187485119927411	-7.07555896299532	1.48847554149435e-12	1.88715799037768e-09
ZNF395	327.663086689492	-1.41348005042125	0.200129928814214	-7.06281193820552	1.63166486983623e-12	1.92093574176005e-09
ARTN	152.948156639277	-1.44306098041876	0.210170851494004	-6.8661328160434	6.59656623807266e-12	7.24830698239424e-09
LOC102724660	169.56077532193	-1.17555467458074	0.172462079606443	-6.81630812560853	9.3409840798754e-12	9.62238122528164e-09
CCND1	348.503922854396	-1.33297149362137	0.197552558097526	-6.74742714778376	1.50489754720497e-11	1.35505662189444e-08
FCAMR	104.067685995517	2.53235337258998	0.375353475385909	6.74658299083662	1.51367503680511e-11	1.35505662189444e-08
GPR160	98.2268867285386	1.4167059020706	0.210363596061444	6.73455830093718	1.64428664226968e-11	1.35505662189444e-08
TGFA	105.615132442212	-1.48421253606574	0.220310243875856	-6.73692021739165	1.61778950640453e-11	1.35505662189444e-08
SLC2A1	1879.54297494998	-1.31561431170884	0.196362905903929	-6.69991262174794	2.08544200843295e-11	1.63677405633295e-08
TGFB2-OT1	64.8372396840055	1.7503064242213	0.268540998830772	6.5178368734835	7.13284995876099e-11	5.34380150092266e-08
SOD2	370.092141228401	0.803539302315468	0.124708295128646	6.44335087322425	1.16864094563182e-10	8.37458263734938e-08
COL12A1	394.200609297459	-1.07628221439463	0.170973249630994	-6.29503280026281	3.07334865735229e-10	2.02619730281922e-07
IRS2	215.204421089346	-1.36273673805	0.216341967967681	-6.29899390696851	2.99583766862942e-10	2.02619730281922e-07
HILPDA	62.8119625144665	-1.47599948938721	0.23569316503425	-6.26237714264103	3.79152574278491e-10	2.40353566509926e-07
PRODH	577.671811040353	-1.26041649056135	0.201598691998138	-6.25210648972362	4.04953108413501e-10	2.4720137529153e-07
LOC101927505	72.4748169585878	-1.63167733232865	0.262276968106654	-6.22119945989742	4.93368474382357e-10	2.90417828384643e-07
IGFL2	55.5517502101437	-1.9818747417321	0.319668459832254	-6.19978193273146	5.65414467617716e-10	3.21350388112938e-07
